Longitude,Latitude,PD_DESC
-73.90579692,40.81765799,"MARIJUANA, SALE 4 & 5"
-73.89921959,40.65912094,"MARIJUANA, POSSESSION 4 & 5"
-73.85462233,40.74269264,"MARIJUANA, POSSESSION 1, 2 & 3"
-73.79440002,40.59506599,"MARIJUANA, POSSESSION 4 & 5"
-73.99579405,40.67884507,"MARIJUANA, POSSESSION"
-73.85462233,40.74269264,"MARIJUANA, POSSESSION 1, 2 & 3"
-73.96398,40.65363695,"MARIJUANA, POSSESSION"
